tz16_code,tz16_name,sa2_name16,sa2_main16,sa2_5dig16,sa3_name16,sa3_code16,sa4_name16,sa4_code16,lga_name16,lga_code16,gcc_name16,gcc_code16,gsc_distri,mb_cat16,albers_ha,Metro Stage,GIC_AreaName,GIC_Precinct_190919,PIFGA_Precinct,SGS_CoDBC_UrbanType190924,SGS_CoDBC_Precincts190924,SGS_CoDBC_SubPrecinct190924,ERP_2016,ERP_2021,ERP_2026,ERP_2031,ERP_2036,ERP_2041,ERP_2046,ERP_2051,ERP_2056,EMP_2016,EMP_2021,EMP_2026,EMP_2031,EMP_2036,EMP_2041,EMP_2046,EMP_2051,EMP_2056
3482,Kemps Creek Shopping Centre,Horsley Park - Kemps Creek,127021518,11518,Fairfield,12702,Sydney - South West,127,Penrith (C),16350,Greater Sydney,1GSYD,West,Primary Production,459.2433788,0,GIC_1,Kemps Creek,Kemps Creek,Greenfield,Aerotropolis,Kemps Creek,217,218,219,220,222,223,223,223,224,233,233,273,438,734,"1,474","2,535","3,612","3,789"
3483,Mount Vernon,Horsley Park - Kemps Creek,127021518,11518,Fairfield,12702,Sydney - South West,127,Penrith (C),16350,Greater Sydney,1GSYD,West,Residential,654.3310196,0,0,0,0,Greenfield,Mount Vernon,Mount Vernon,"1,248","1,261","1,266","1,272","1,277","1,286","1,286","1,287","1,287",218,221,234,249,262,291,313,340,366
3484,Cecil Park,Horsley Park - Kemps Creek,127021518,11518,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,528.6384988,0,0,0,0,Greenfield,Horsley,Horsley,817,836,"1,143","1,477","1,917","2,646","3,038","3,435","3,813",310,304,312,329,361,405,438,472,525
3485,Kemps Creek_Mamre Rd_West,Horsley Park - Kemps Creek,127021518,11518,Fairfield,12702,Sydney - South West,127,Penrith (C),16350,Greater Sydney,1GSYD,West,Primary Production,587.1772189,0,GIC_1,South Creek Sth,South Creek,Greenfield,Aerotropolis,South Creek,101,102,103,103,104,104,104,105,105,299,299,349,561,940,"1,888","3,247","4,625","4,853"
3487,Smithfield,Smithfield - Wetherill Park,127021519,11519,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,111.7628395,0,0,0,0,Established,Established,Established_Fairfield (C),"2,894","2,944","3,023","3,091","3,189","3,373","3,576","3,795","4,016",282,292,297,314,326,344,356,377,401
3488,Justin Centre,Smithfield - Wetherill Park,127021519,11519,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Industrial,76.86246654,0,0,0,0,Established,Smithfield,Smithfield,322,341,393,458,542,736,954,"1,194","1,436","2,461","2,520","2,528","2,632","2,712","2,816","2,892","3,022","3,217"
3489,Wetherill Park TAFE _ Wetherill Park Shopping Centre,Smithfield - Wetherill Park,127021519,11519,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,87.96573833,0,0,0,0,Established,Wetherill Park,Wetherill Park,"2,306","2,368","2,397","2,428","2,471","2,526","2,586","2,650","2,715",421,452,465,492,523,564,596,631,675
3490,Wetherill Park,Smithfield - Wetherill Park,127021519,11519,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,54.73710549,0,0,0,0,Established,Prairiewood,Prairiewood,"1,856","1,923","1,959","1,997","2,049","2,113","2,183","2,258","2,335",251,260,271,288,302,325,343,372,401
3491,Smithfield West Primary School,Smithfield - Wetherill Park,127021519,11519,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,143.7698447,0,0,0,0,Established,Established,Established_Fairfield (C),"4,215","4,326","4,431","4,545","4,720","5,074","5,465","5,889","6,316",426,440,443,460,484,514,529,558,594
3492,Smithfield_Smithfield Rd and The Horsley Dr,Smithfield - Wetherill Park,127021519,11519,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,70.30333212,0,0,0,0,Established,Smithfield,Smithfield,"2,606","2,653","2,750","2,837","2,959","3,187","3,440","3,715","3,992",177,182,188,201,211,224,234,247,263
3493,Wetherill Park_William Stimson Public School,Smithfield - Wetherill Park,127021519,11519,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,49.35793607,0,0,0,0,Established,Established,Established_Fairfield (C),"1,704","1,739","1,791","1,836","1,896","1,982","2,077","2,181","2,285",227,235,245,260,273,294,311,336,363
3494,Smithfield_The Boulevarde and Alexander St,Smithfield - Wetherill Park,127021519,11519,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,66.49085413,0,0,0,0,Established,Established,Established_Fairfield (C),"2,687","2,753","2,806","2,870","2,958","3,146","3,352","3,574","3,798",233,240,253,269,289,314,335,358,386
3497,Wakeley,St Johns Park - Wakeley,127021520,11520,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,96.63904413,0,0,0,0,Established,Wakely,Wakely,"3,223","3,270","3,383","3,467","3,570","3,650","3,738","3,834","3,930",331,350,372,420,456,488,512,543,577
3498,King Park Primary School,St Johns Park - Wakeley,127021520,11520,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,66.25645768,0,0,0,0,Established,Established,Established_Fairfield (C),"1,661","1,690","1,780","1,854","1,947","2,014","2,089","2,169","2,250",622,737,777,824,853,913,956,"1,027","1,107"
3499,St. Johns Park Shopping Centre,St Johns Park - Wakeley,127021520,11520,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,70.33957952,0,0,0,0,Established,Established,Established_Fairfield (C),"2,195","2,259","2,336","2,423","2,545","2,670","2,807","2,954","3,103",295,303,332,360,402,436,464,493,531
3500,St Johns Park,St Johns Park - Wakeley,127021520,11520,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,127.8336736,0,0,0,0,Established,Established,Established_Fairfield (C),"4,096","4,181","4,349","4,501","4,695","4,844","5,007","5,184","5,362",421,448,466,495,539,575,595,625,665
3503,Wetherill Park Industrial Area_Central,Wetherill Park Industrial,127021521,11521,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Industrial,283.7104242,0,0,0,0,Established,Wetherill Park North,Wetherill Park North,31,32,33,34,35,37,39,41,43,"8,812","8,994","8,951","9,288","9,471","9,749","9,955","10,347","11,080"
3504,Wetherill Park Industrial Area_Western,Wetherill Park Industrial,127021521,11521,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Industrial,447.9552526,0,0,0,0,Established,Wetherill Park North,Wetherill Park North,4,4,5,5,5,5,6,6,6,"11,245","11,383","11,470","12,074","12,339","12,753","13,074","13,733","14,604"
3505,Wetherill Park Industrial Area_Eastern,Wetherill Park Industrial,127021521,11521,Fairfield,12702,Sydney - South West,127,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Industrial,124.0036001,0,0,0,0,Established,Wetherill Park North,Wetherill Park North,0,0,0,0,0,0,0,0,0,"2,494","2,521","2,505","2,580","2,619","2,695","2,764","2,896","3,111"
3594,Kemps Creek_Western Rd and Braikfield Av,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,119.8103199,0,GIC_1,Kemps Creek,Kemps Creek,Greenfield,Aerotropolis,Kemps Creek,100,101,138,181,214,245,249,250,253,68,83,147,192,245,312,351,379,450
3595,Middleton Grange_Catalina Park,West Hoxton - Middleton Grange,127011597,11597,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,82.03552212,0,0,0,0,Established,Established,Established_Liverpool (C),"2,384","2,634","3,201","3,736","3,758","3,658","4,214","5,043","7,165",73,80,105,125,147,149,143,135,149
3596,Middleton Grange,West Hoxton - Middleton Grange,127011597,11597,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,105.543973,0,0,0,0,Established,Middleton Grange,Middleton Grange,"1,840","2,612","5,633","6,686","6,744","6,467","7,471","8,845","12,360",461,552,746,872,"1,021","1,036","1,005",960,"1,035"
3597,Middleton Grange_Garrett St and Sixteenth Av,West Hoxton - Middleton Grange,127011597,11597,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,126.4705937,0,0,0,0,Rural,WS Parkland,WS Parkland,"1,181","1,966","3,177","2,705","2,736","2,575","2,575","2,578","2,586",18,22,29,33,38,39,36,33,36
3598,Badgerys Creek_North,Badgerys Creek,127011592,11592,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Primary Production,320.8293508,Stage 1,GIC_1,Western Sydney Airport,Western Sydney Airport,Greenfield,Aerotropolis,Western Sydney Airport,8,8,4,1,0,0,0,0,0,2,2,664,"1,077","1,368","2,731","3,953","4,929","5,066"
3599,Kemps Creek_Brandown Quarries,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,231.7365224,0,GIC_1,Kemps Creek,Kemps Creek,Greenfield,Aerotropolis,Kemps Creek,183,184,174,132,91,51,51,50,48,170,185,244,302,357,394,402,424,509
3600,Heckenberg,Ashcroft - Busby - Miller,127011504,11504,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,92.81533499,0,0,0,0,Established,Established,Established_Liverpool (C),"3,213","3,313","3,407","3,446","3,460","3,470","3,533","3,616","3,783",189,222,328,421,530,593,627,664,751
3601,Busby,Ashcroft - Busby - Miller,127011504,11504,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,121.0821857,0,0,0,0,Established,Established,Established_Liverpool (C),"4,427","4,621","4,850","5,079","5,251","5,976","6,772","7,689","7,694",281,326,474,605,760,846,891,942,"1,064"
3602,Ashcroft High School,Ashcroft - Busby - Miller,127011504,11504,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,115.3905634,0,0,0,0,Established,Established,Established_Liverpool (C),"3,685","3,817","4,019","4,229","4,386","5,131","5,968","6,936","6,940",289,338,467,584,716,777,797,832,937
3603,Valley Community Music Centre Sadleir,Ashcroft - Busby - Miller,127011504,11504,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,89.91624302,0,0,0,0,Established,Established,Established_Liverpool (C),"3,249","3,362","3,522","3,687","3,812","4,348","4,939","5,620","5,624",238,276,382,482,601,666,696,738,829
3604,Miller Shopping Centre,Ashcroft - Busby - Miller,127011504,11504,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,127.0376474,0,0,0,0,Established,Miller,Miller,"3,346","3,549","4,343","5,188","5,807","9,009","12,661","16,895","16,910",924,"1,007","1,390","1,732","2,127","2,312","2,453","2,585","2,915"
3607,Kemps Creek,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,300.6402806,0,GIC_1,Kemps Creek,Kemps Creek,Greenfield,Aerotropolis,Kemps Creek,414,436,390,333,271,212,167,113,122,220,240,317,392,463,512,522,550,661
3608,Badgerys Creek_Martin Rd and Cuthel St,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,352.3008479,0,GIC_1,Badgerys Creek,Badgerys Creek,Greenfield,Aerotropolis,Badgerys Creek,178,161,151,63,39,17,8,3,0,31,38,56,70,85,99,106,112,132
3609,Badgerys Creek_East,Badgerys Creek,127011592,11592,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Primary Production,188.1982191,Stage 1,GIC_1,Western Sydney Airport,Western Sydney Airport,Greenfield,Aerotropolis,Western Sydney Airport,8,8,4,1,0,1,0,0,0,1,1,370,600,762,"1,521","2,201","2,744","2,821"
3610,Sydney International Shooting Centre,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Parkland,742.9646995,0,0,0,0,Rural,WS Parkland,WS Parkland,3,3,4,4,4,4,6,7,10,96,105,165,226,285,329,346,371,439
3611,Kemps Creek_Western Rd and Tavistock Rd,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,232.2173207,0,GIC_1,Kemps Creek,Kemps Creek,Greenfield,Aerotropolis,Kemps Creek,449,419,379,375,278,185,73,49,4,132,162,284,372,476,605,680,735,872
3612,Badgerys Creek_Inghams Multiplication Farm,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Primary Production,486.3799624,0,GIC_1,Aerotropolis Core,Aerotropolis Core,Greenfield,Aerotropolis,Aerotropolis Core,18,18,26,27,157,282,295,297,300,184,229,"4,334","5,884","6,934","16,773","27,305","41,466","41,841"
3613,Russian Sports Association,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,145.89875,0,GIC_1,Rossmore,Rossmore,Greenfield,Aerotropolis,Rossmore,171,270,321,322,"1,887","3,853","4,514","5,047","5,929",77,75,92,116,133,144,141,145,175
3614,Kemps Creek_Czechoslovakian Country Club,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,291.5220574,0,GIC_1,Rossmore,Rossmore,Greenfield,Aerotropolis,Rossmore,407,423,519,522,"3,076","6,223","6,980","7,516","8,521",155,152,185,234,268,291,284,293,355
3615,Kemps Creek Nature Reserve,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Parkland,385.1412754,0,GIC_1,Austral,Austral,Greenfield,SWGA,Austral,159,219,575,"1,379","1,471","1,910","2,691","3,528","5,099",54,250,360,448,711,"1,067","1,538","1,847","2,036"
3616,Austral_Craik Ave and Seventeenth Ave,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,301.8604085,0,GIC_1,Austral,Austral,Greenfield,SWGA,Austral,419,671,"2,310","4,314","5,298","6,589","7,689","8,822","10,508",44,120,194,258,812,"1,946","2,782","3,332","3,731"
3617,Bringelly_Mersey Rd and Severn Rd,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,324.4279078,Stage 1,GIC_1,Aerotropolis Core,Aerotropolis Core,Greenfield,Aerotropolis,Aerotropolis Core,327,533,863,"1,212","2,299","3,340","3,446","3,451","3,462",234,264,599,"1,040","1,677","2,296","2,689","2,867","3,254"
3618,Thompson Creek and South Creek,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Parkland,221.5640759,Stage 1,GIC_1,Aerotropolis Core,Aerotropolis Core,Greenfield,Aerotropolis,Aerotropolis Core,0,0,0,0,0,0,0,0,0,4,5,222,542,"1,062","1,602","1,998","2,156","2,378"
3619,Rossmore Grange,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,294.8453939,Remainder,GIC_1,Rossmore,Rossmore,Greenfield,Aerotropolis,Rossmore,344,368,379,480,"2,058","4,272","4,788","5,327","6,220",156,153,186,236,271,293,286,295,358
3620,NSW Animal Welfare League Rossmore,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,281.2967424,0,GIC_1,Rossmore,Rossmore,Greenfield,Aerotropolis,Rossmore,483,539,561,663,"2,450","4,863","5,339","5,803","6,674",149,146,178,226,259,281,274,283,343
3621,West Hoxton Shopping Centre,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,192.2732991,0,GIC_1,Austral,Austral,Greenfield,SWGA,Austral,314,353,761,"1,639","3,395","3,668","4,963","6,343","8,933",167,368,545,721,"1,090","1,710","2,161","2,460","2,813"
3622,RAAF,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Parkland,233.5816626,Stage 1,GIC_1,Aerotropolis Core,Aerotropolis Core,Greenfield,Aerotropolis,Aerotropolis Core,177,194,243,244,582,"2,076","2,567","2,924","4,033",84,94,359,727,"1,298","1,878","2,284","2,456","2,745"
3623,Bringelly_Kelvin Park Dr and The Retreat,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,141.5883421,Stage 1,GIC_1,Aerotropolis Core,Aerotropolis Core,Greenfield,Aerotropolis,Aerotropolis Core,250,273,620,"1,333","2,399","3,888","4,250","4,490","4,939",54,60,308,658,"1,210","1,774","2,176","2,342","2,605"
3624,Austral,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,166.1057919,0,GIC_1,Austral,Austral,Greenfield,SWGA,Austral,420,598,991,"1,832","3,490","3,671","4,489","5,370","7,022",143,366,274,438,739,"1,291","1,664","2,035","2,423"
3625,Bents Basin Greendale,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Primary Production,3393.165044,0,GIC_1,Agriculture and Agribusiness,Agriculture and Agribusiness,Greenfield,Aerotropolis,Agriculture and Agribusiness,355,363,410,501,501,501,491,607,603,387,398,521,659,776,885,907,958,"1,141"
3626,Bringelly_Findley Rd and Francis St,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,572.037149,0,GIC_1,Agriculture and Agribusiness,Agriculture and Agribusiness,Greenfield,Aerotropolis,Agriculture and Agribusiness,620,680,744,745,841,932,"1,026","1,034","1,049",21,877,985,"1,085","1,097",936,"1,135","1,259","1,909"
3627,Austral_Kelly St and Tenth Ave,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,217.9867166,0,GIC_1,Leppington North,Leppington North,Greenfield,SWGA,Leppington North,451,507,831,"1,870","3,399","3,691","4,938","6,007","8,013",13,16,25,35,44,50,55,60,71
3628,Bringelly Public School,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,78.590379,Stage 1,GIC_1,Agriculture and Agribusiness,Agriculture and Agribusiness,Greenfield,Aerotropolis,Agriculture and Agribusiness,137,129,181,182,294,402,506,508,513,28,32,49,65,83,97,100,105,128
3629,Bringelly_Kelvin Park Dr and Medich Pl,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,279.3528179,Stage 1,GIC_1,Aerotropolis Core,Aerotropolis Core,Greenfield,Aerotropolis,Aerotropolis Core,511,492,685,"1,306","4,704","7,838","8,691","9,298","11,097",99,111,385,802,"1,655","2,836","3,971","4,918","5,490"
3630,Austral Bowling Club,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,174.0286213,0,GIC_1,Leppington North,Leppington North,Greenfield,SWGA,Leppington North,615,"1,081","1,355","2,104","3,183","3,279","3,974","4,616","5,161",33,116,174,228,413,767,915,"1,181","1,333"
3631,Rossmore,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,266.8778246,Remainder,GIC_1,Rossmore,Rossmore,Greenfield,Aerotropolis,Rossmore,446,470,470,471,"1,457","3,197","3,804","4,170","5,628",130,132,175,226,271,303,314,337,403
3632,Rossmore Trial Track,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,314.5947568,Remainder,GIC_1,Rossmore,Rossmore,Greenfield,Aerotropolis,Rossmore,516,539,542,546,"1,537","3,681","4,259","4,765","6,156",152,155,206,266,342,401,998,"1,387","1,535"
3633,Austral_Boyd St and Little St,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Primary Production,171.9779388,Remainder,GIC_1,Leppington North,Leppington North,Greenfield,SWGA,Leppington North,269,312,597,"1,315","2,399","2,499","2,947","3,433","3,904",838,977,"1,454","1,975","2,341","2,713","2,915","3,153","3,728"
3634,Austral_Scalabrini Village,Austral - Greendale,127011505,11505,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Residential,156.7060124,Remainder,GIC_1,Leppington North,Leppington North,Greenfield,SWGA,Leppington North,474,587,778,"1,809","2,609","2,452","3,543","4,694","6,363",21,74,745,"1,557","2,284","3,241","3,341","3,352","4,083"
3635,Luddenham _South,Badgerys Creek,127011592,11592,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Primary Production,782.3519979,Stage 1,GIC_1,Western Sydney Airport,Western Sydney Airport,Greenfield,Aerotropolis,Western Sydney Airport,38,39,14,8,5,5,3,4,3,3,3,65,606,"1,491","2,877","3,642","4,063","5,047"
3636,Badgerys Creek_South,Badgerys Creek,127011592,11592,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Primary Production,466.3461434,Stage 1,GIC_1,Western Sydney Airport,Western Sydney Airport,Greenfield,Aerotropolis,Western Sydney Airport,7,7,4,1,0,0,0,0,0,3,3,955,"1,549","1,969","3,930","5,689","7,093","7,291"
3650,Bringelly_Robinson Rd and Jersey Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,171.5934928,Stage 1,0,0,South Creek West,Greenfield,SWGA,South Creek West,238,258,267,673,"1,299","1,657","1,890","2,024","2,160",2,3,3,4,4,5,5,5,5
3651,Bringelly Village Shopping Centre,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,180.1032709,Stage 1,0,0,South Creek West,Greenfield,SWGA,South Creek West,126,138,143,535,"1,139","1,485","1,710","1,840","1,970",13,14,17,19,24,26,45,66,72
3652,Bringelly_Ironbark,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,470.7760044,0,0,0,South Creek West,Greenfield,SWGA,South Creek West,15,29,35,485,"1,150","1,529","1,773","1,912","2,051",49,54,65,75,91,102,108,114,129
3653,Rossmore Primary School,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,217.5657756,Remainder,0,0,Rossmore SW,Greenfield,SWGA,Rossmore SW,293,313,322,"1,352","2,896","3,778","4,353","4,683","5,017",103,116,150,179,216,254,375,486,533
3654,Rossmore_Graham Rd and Bringelly Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,259.4446027,Remainder,0,0,Rossmore SW,Greenfield,SWGA,Rossmore SW,287,303,310,"1,453","3,168","4,148","4,788","5,155","5,525",133,151,199,240,310,431,"1,057","1,543","1,667"
3655,Leppington_Bringelly Rd and Eastwood Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,169.6318223,Remainder,GIC_1,Leppington North,Leppington North,Greenfield,SWGA,Leppington North,143,330,794,"1,393","2,243","2,730","3,048","3,232","3,417",83,209,274,"1,119","2,373","2,678","3,489","3,925","4,453"
3656,Leppington_Forest Lawn Gardens,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Liverpool (C),14900,Greater Sydney,1GSYD,South West,Primary Production,277.0469703,0,GIC_1,Leppington North,Leppington North,Greenfield,SWGA,Leppington North,116,588,"1,934","3,225","4,640","4,859","4,837","4,607","4,375",133,145,190,231,307,373,399,446,490
3657,Bringelly_Carrington Rd and Jersey Rd,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,185.2236528,Remainder,0,0,South Creek West,Greenfield,SWGA,South Creek West,132,146,152,401,777,992,"1,132","1,213","1,294",12,13,16,19,24,31,92,144,156
3658,Leppington Public School,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,177.37765,Remainder,GIC_1,Leppington North,Leppington North,Greenfield,SWGA,Leppington North,377,841,"1,869","3,171","5,010","6,064","6,753","7,151","7,551",169,905,"1,201","1,441","2,083","3,121","4,053","4,419","4,926"
3659,Bringelly_Birling,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,330.4373223,Remainder,0,0,Lowes Creek Maryland,Greenfield,SWGA,Lowes Creek Maryland,10,19,22,303,718,954,"1,106","1,192","1,279",35,38,46,53,66,76,133,182,199
3660,Leppington_St Marys Catholic Church,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,141.4830773,Remainder,0,0,Leppington Stage 1,Greenfield,SWGA,Leppington Stage 1,207,696,"1,922","3,978","5,547","6,448","7,038","7,381","7,725",56,74,112,130,253,482,498,520,579
3661,Cobbity_Coates Park Farm,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Primary Production,1987.954989,0,0,0,0,Rural,Rural,Rural_Camden (A),278,325,345,348,348,349,350,351,352,181,199,247,287,333,369,381,406,467
3662,Catherine Field_Barry Ave and Robens Cr,Cobbitty - Leppington,127011506,11506,Bringelly - Green Valley,12701,Sydney - South West,127,Camden (A),11450,Greater Sydney,1GSYD,South West,Residential,177.6436278,Remainder,0,0,Catherine Fields,Greenfield,SWGA,Catherine Fields,273,281,285,355,511,601,660,693,728,97,103,125,144,171,188,191,212,240
