TZ16_CODE,TZ16_NAME,Tz16_Area,TZprojecti,TZprojec_1,TZprojec_2,TZprojec_3,TZprojec_4,TZprojec_5,TZprojec_6,TZprojec_7,TZprojec_8,TZprojec_9,TZprojec10,TZprojec11,TZprojec12,TZprojec13,TZprojec14,TZprojec15,TZprojec16,TZprojec17,TZprojec18,TZprojec19,TZprojec20,TZprojec21,TZprojec22,TZprojec23,TZprojec24,TZprojec25,TZprojec26,TZprojec27,TZprojec28,TZprojec29,TZprojec30,TZprojec31,TZprojec32,TZprojec33,TZprojec34,TZprojec35,TZprojec36,TZprojec37,TZprojec38,TZprojec39,LOC_PID,NSW_LOCA_2,LGA_CODE16,LGA_NAME16,Split_id
1226,Granville,497979.2901,Granville,Granville - Clyde,125031481,11481,Merrylands - Guildford,12503,Sydney - Parramatta,125,Cumberland (A),12380,Greater Sydney,1GSYD,West Central,Residential,49.88738419,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,739","3,881","4,078","4,322","4,544","4,648","4,718","4,792","4,869",187,196,209,218,231,245,260,273,287,NSW1756,GRANVILLE,12380,Cumberland (A),1120
1227,Clyde Station_South,159668.1268,Clyde Station_South,Granville - Clyde,125031481,11481,Merrylands - Guildford,12503,Sydney - Parramatta,125,Cumberland (A),12380,Greater Sydney,1GSYD,West Central,Commercial,15.99549632,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,"1,033","1,074","1,055",989,"1,019","1,041","1,066","1,085","1,131",NSW1756,GRANVILLE,12380,Cumberland (A),1120
1230,Granville_The Trongate and Membrey St,501063.7024,Granville_The Trongate and Membrey St,Granville - Clyde,125031481,11481,Merrylands - Guildford,12503,Sydney - Parramatta,125,Cumberland (A),12380,Greater Sydney,1GSYD,West Central,Residential,50.19628598,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,483","2,607","2,663","2,718","2,784","2,907","3,027","3,144","3,161",301,310,326,334,349,364,381,394,409,NSW1756,GRANVILLE,12380,Cumberland (A),1120
1218,Rosehill_Grey St,375883.818,Rosehill_Grey St,Granville - Clyde,125031481,11481,Merrylands - Guildford,12503,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Residential,37.65602256,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,118","2,090","3,328","4,761","6,526","6,963","7,095","7,226","7,488",7,8,8,9,10,11,12,12,13,NSW1756,GRANVILLE,16260,Parramatta (C),1121
1219,Granville_Albert St,209311.5878,Granville_Albert St,Granville - Clyde,125031481,11481,Merrylands - Guildford,12503,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Industrial,20.96883025,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,263,492,784,"1,121","1,537","1,639","1,671","1,701","1,763","1,271","1,385","1,464","1,660","1,797","1,933","2,028","2,121","2,199",NSW1756,GRANVILLE,16260,Parramatta (C),1121
1220,Granville Station_North,144455.0204,Granville Station_North,Granville - Clyde,125031481,11481,Merrylands - Guildford,12503,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Commercial,14.47148188,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,252,471,749,"1,072","1,469","1,568","1,597","1,627","1,686",126,137,145,164,178,191,200,210,217,NSW1756,GRANVILLE,16260,Parramatta (C),1121
1072,Holroyd_Marsden St and Meehan St,274156.3082,Holroyd_Marsden St and Meehan St,Parramatta - Rosehill,125041492,11492,Parramatta,12504,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Residential,27.46499469,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,628","2,666","2,808","2,950","3,023","3,045","3,057","3,068","3,088",200,210,243,259,278,294,305,315,325,NSW1756,GRANVILLE,16260,Parramatta (C),1121
1960,Milsons Point Station_West and Ferry Wharf,201909.1687,Milsons Point Station_West and Ferry Wharf,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Transport,20.22713124,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,283","2,763","2,949","3,110","3,165","3,316","3,504","3,720","3,918","3,895","4,288","4,544","4,856","5,170","5,395","5,636","5,847","6,099",NSW2651,MILSONS POINT,15950,North Sydney (A),1122
1957,North Sydney Station,105749.9768,North Sydney Station,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,10.59398069,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,629,639,651,663,678,696,714,733,771,"2,074","2,153","2,224","2,300","2,424","2,571","2,677","2,753","2,828",NSW2308,LAVENDER BAY,15950,North Sydney (A),1123
4211,Wilberforce_Wilberforce Rd and King Rd,16071674.01,Wilberforce_Wilberforce Rd and King Rd,Kurrajong Heights - Ebenezer,115031300,11300,Hawkesbury,11503,Sydney - Baulkham Hills and Hawkesbury,115,Hawkesbury (C),13800,Greater Sydney,1GSYD,West,Primary Production,1610.174326,0,0,0,0,Rural,Rural,Rural_Hawkesbury (C),"2,337","2,387","2,449","2,524","2,593","2,804","3,012","3,234","3,458",535,578,585,601,627,662,693,726,768,NSW4320,WILBERFORCE,13800,Hawkesbury (C),1124
4630,Linden Station,6181472.197,Linden Station,Lawson - Hazelbrook - Linden,124011453,11453,Blue Mountains,12401,Sydney - Outer West and Blue Mountains,124,Blue Mountains (C),10900,Greater Sydney,1GSYD,West,Other,619.2808358,0,0,0,0,Established,Established,Established_Blue Mountains (C),505,507,517,518,535,546,552,558,590,60,68,69,70,71,73,75,79,83,NSW2358,LINDEN,10900,Blue Mountains (C),1126
3909,Kellyville Ridge Public School,677073.3819,Kellyville Ridge Public School,Parklea - Kellyville Ridge,116021310,11310,Blacktown - North,11602,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Residential,67.83177659,0,0,0,0,Established,Established,Established_Blacktown (C),"1,872","1,886","1,894","1,897","1,915","1,966","2,004","2,051","2,118",442,499,673,796,937,"1,005","1,051","1,083","1,148",NSW3682,STANHOPE GARDENS,10750,Blacktown (C),1127
3910,Newbury,607065.1795,Newbury,Parklea - Kellyville Ridge,116021310,11310,Blacktown - North,11602,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Residential,60.81799853,0,0,0,0,Established,Established,Established_Blacktown (C),"2,721","2,908","2,951","2,961","3,001","3,155","3,295","3,408","3,569",162,198,264,321,375,407,427,437,471,NSW3682,STANHOPE GARDENS,10750,Blacktown (C),1127
3913,Stanhope_Gardens Rothbury Tce and Newbury Av,802477.8645,Stanhope_Gardens Rothbury Tce and Newbury Av,Parklea - Kellyville Ridge,116021310,11310,Blacktown - North,11602,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Residential,80.39503245,0,0,0,0,Established,Established,Established_Blacktown (C),"2,141","2,217","2,449","2,648","2,807","2,946","3,065","3,158","3,291",173,208,279,341,401,435,456,468,506,NSW3682,STANHOPE GARDENS,10750,Blacktown (C),1127
3914,Newbury_Fairholme Reserve,449918.854,Newbury_Fairholme Reserve,Parklea - Kellyville Ridge,116021310,11310,Blacktown - North,11602,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Residential,45.07444533,0,0,0,0,Established,Established,Established_Blacktown (C),"2,152","2,162","2,169","2,173","2,189","2,233","2,265","2,285","2,315",117,142,190,232,271,296,313,318,341,NSW3682,STANHOPE GARDENS,10750,Blacktown (C),1127
3915,Stanhope Gardens,1037488.813,Stanhope Gardens,Parklea - Kellyville Ridge,116021310,11310,Blacktown - North,11602,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Residential,103.9390509,0,0,0,0,Established,Established,Established_Blacktown (C),"3,939","3,971","3,987","3,996","4,067","4,319","4,547","4,727","4,987","1,436","1,614","2,042","2,345","2,684","2,830","2,934","3,000","3,182",NSW3682,STANHOPE GARDENS,10750,Blacktown (C),1127
4709,Windsor Town Centre,2814343.4,Windsor Town Centre,Windsor - Bligh Park,124041467,11467,Richmond - Windsor,12404,Sydney - Outer West and Blue Mountains,124,Hawkesbury (C),13800,Greater Sydney,1GSYD,West,Parkland,281.9582172,0,0,0,0,Established,Windsor,Windsor,"1,228","1,279","1,290","1,307","1,332","1,913","2,496","3,129","3,767","3,188","3,301","3,390","3,491","3,615","3,858","4,073","4,313","4,592",NSW4357,WINDSOR,13800,Hawkesbury (C),1129
559,Paddington_University of NSW,98502.78833,Paddington_University of NSW,Paddington - Moore Park,118011345,11345,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Sydney (C),17200,Greater Sydney,1GSYD,Central,Residential,9.867808534,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,201","1,208","1,212","1,234","1,250","1,288","1,322","1,351","1,416",687,765,797,856,912,975,"1,033","1,084","1,134",NSW3146,PADDINGTON,17200,Sydney (C),1131
560,Victoria Barracks,158442.6301,Victoria Barracks,Paddington - Moore Park,118011345,11345,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Sydney (C),17200,Greater Sydney,1GSYD,Central,Commercial,15.87245197,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,158,159,160,165,168,176,183,189,199,531,644,685,736,788,839,880,914,949,NSW3146,PADDINGTON,17200,Sydney (C),1131
562,Regent St and Stewart St,127589.1863,Regent St and Stewart St,Paddington - Moore Park,118011345,11345,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Sydney (C),17200,Greater Sydney,1GSYD,Central,Residential,12.7816085,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,552","1,561","1,565","1,587","1,604","1,638","1,668","1,689","1,768",340,374,390,419,447,477,510,541,565,NSW3146,PADDINGTON,17200,Sydney (C),1131
563,Paddington Markets,73325.69186,Paddington Markets,Paddington - Moore Park,118011345,11345,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Sydney (C),17200,Greater Sydney,1GSYD,Central,Residential,7.345609103,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,221,239,240,244,247,254,260,264,279,606,664,686,724,759,799,840,877,912,NSW3146,PADDINGTON,17200,Sydney (C),1131
554,White City,110978.1811,White City,Paddington - Moore Park,118011345,11345,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Parkland,11.11759234,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,163,163,164,166,167,175,177,179,183,142,154,159,167,176,190,194,198,202,NSW3146,PADDINGTON,18500,Woollahra (A),1132
555,The Scottish Hospital,170257.5938,The Scottish Hospital,Paddington - Moore Park,118011345,11345,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Residential,17.05608298,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,883","1,918","1,969","2,046","2,102","2,376","2,466","2,541","2,627",499,528,548,576,607,653,674,693,713,NSW3146,PADDINGTON,18500,Woollahra (A),1132
556,Paddington,148291.2831,Paddington,Paddington - Moore Park,118011345,11345,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Residential,14.85552732,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,636","1,637","1,638","1,642","1,646","1,663","1,669","1,672","1,699",855,897,926,965,"1,010","1,073","1,103","1,129","1,157",NSW3146,PADDINGTON,18500,Woollahra (A),1132
557,Five Ways Paddington,252131.1629,Five Ways Paddington,Paddington - Moore Park,118011345,11345,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Residential,25.25799959,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,699","2,702","2,708","2,721","2,733","2,790","2,808","2,820","2,870","1,076","1,136","1,165","1,209","1,260","1,338","1,373","1,405","1,437",NSW3146,PADDINGTON,18500,Woollahra (A),1132
558,Paddington_Elizabeth St and Hargrave St,315197.5883,Paddington_Elizabeth St and Hargrave St,Paddington - Moore Park,118011345,11345,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Residential,31.57586255,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,630","2,631","2,641","2,662","2,679","2,764","2,792","2,813","2,867",623,664,685,718,754,805,829,847,869,NSW3146,PADDINGTON,18500,Woollahra (A),1132
561,Paddington_Elizabeth St and Paddington St,147485.2547,Paddington_Elizabeth St and Paddington St,Paddington - Moore Park,118011345,11345,Eastern Suburbs - North,11801,Sydney - Eastern Suburbs,118,Woollahra (A),18500,Greater Sydney,1GSYD,Central,Residential,14.77475984,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,548","1,551","1,553","1,558","1,562","1,584","1,591","1,596","1,622",934,"1,001","1,031","1,075","1,126","1,194","1,229","1,262","1,293",NSW3146,PADDINGTON,18500,Woollahra (A),1132
1014,The Kings School,2182612.907,The Kings School,North Parramatta,125041489,11489,Parramatta,12504,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Parkland,218.6571093,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,475,520,567,616,665,717,783,837,918,868,942,"1,035","1,093","1,147","1,171","1,223","1,271","1,321",NSW3029,NORTH PARRAMATTA,16260,Parramatta (C),1133
1015,North Parramatta,261032.6389,North Parramatta,North Parramatta,125041489,11489,Parramatta,12504,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Residential,26.15054005,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,539,551,562,574,590,609,627,644,648,"1,142","1,200","1,327","1,422","1,528","1,605","1,696","1,784","1,867",NSW3029,NORTH PARRAMATTA,16260,Parramatta (C),1133
1016,North Parramatta_Belmore Park,592381.6039,North Parramatta_Belmore Park,North Parramatta,125041489,11489,Parramatta,12504,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Residential,59.3454039,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,567","2,631","2,698","2,772","2,848","2,900","2,950","2,998","3,042",42,44,49,52,56,59,62,66,69,NSW3029,NORTH PARRAMATTA,16260,Parramatta (C),1133
1017,North Parramatta_Bellevue St and Burnside St,271917.5018,North Parramatta_Bellevue St and Burnside St,North Parramatta,125041489,11489,Parramatta,12504,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Residential,27.24096423,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,984,"1,004","1,030","1,060","1,094","1,128","1,157","1,185","1,193",228,237,257,275,296,311,331,350,368,NSW3029,NORTH PARRAMATTA,16260,Parramatta (C),1133
1018,Parramatta Correctional Centre,476675.2838,Parramatta Correctional Centre,North Parramatta,125041489,11489,Parramatta,12504,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Hospital/Medical,47.75377644,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,248,558,"1,276","1,870","2,155","3,233","4,890","5,967","8,179","1,483","1,575","1,728","1,911","2,114","2,265","2,511","2,765","2,927",NSW3029,NORTH PARRAMATTA,16260,Parramatta (C),1133
1019,North Parramatta_O'Connell St and Albert St,227143.8013,North Parramatta_O'Connell St and Albert St,North Parramatta,125041489,11489,Parramatta,12504,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Residential,22.75546139,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,310","2,861","4,222","5,368","5,923","6,090","6,206","6,321","6,539",423,450,493,539,587,619,677,735,777,NSW3029,NORTH PARRAMATTA,16260,Parramatta (C),1133
1020,North Parramatta_Buller St and Isabella St,387460.2697,North Parramatta_Buller St and Isabella St,North Parramatta,125041489,11489,Parramatta,12504,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Residential,38.81609381,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,883","2,927","2,988","3,060","3,123","3,147","3,161","3,175","3,190",6,6,7,7,7,8,8,9,9,NSW3029,NORTH PARRAMATTA,16260,Parramatta (C),1133
1021,North Parramatta_Albert St and Sorrell St,144380.4524,North Parramatta_Albert St and Sorrell St,North Parramatta,125041489,11489,Parramatta,12504,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Residential,14.46414904,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,821","1,832","1,849","1,866","1,881","2,038","2,302","2,478","2,843",662,747,935,"1,032","1,155","1,271","1,374","1,481","1,575",NSW3029,NORTH PARRAMATTA,16260,Parramatta (C),1133
1022,Parramatta_Webb St and Isabella St,764352.7157,Parramatta_Webb St and Isabella St,North Parramatta,125041489,11489,Parramatta,12504,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Residential,76.57346467,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,319","2,739","3,020","3,304","3,569","3,673","3,734","3,794","3,840",617,640,704,748,792,816,855,891,929,NSW3029,NORTH PARRAMATTA,16260,Parramatta (C),1133
1024,Parramatta_Grose St and Sorrell St,128574.5236,Parramatta_Grose St and Sorrell St,North Parramatta,125041489,11489,Parramatta,12504,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Residential,12.8806861,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,327","1,352","1,423","1,495","1,564","1,658","1,792","1,883","2,070",839,904,"1,059","1,151","1,259","1,352","1,440","1,527","1,607",NSW3029,NORTH PARRAMATTA,16260,Parramatta (C),1133
1711,Lindfield Station_East,1503764.449,Lindfield Station_East,Lindfield - Roseville,121031408,11408,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,150.6497863,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,421","4,053","4,609","5,150","5,250","5,415","5,630","5,912","6,196",876,930,"1,011","1,072","1,116","1,191","1,260","1,324","1,391",NSW2362,LINDFIELD,14500,Ku-ring-gai (A),1134
1713,Lindfield Station_West,1570459.756,Lindfield Station_West,Lindfield - Roseville,121031408,11408,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,157.3312172,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"4,024","4,223","4,619","5,140","5,287","5,404","5,625","5,795","6,073","1,445","1,544","1,664","1,752","1,812","1,919","2,016","2,103","2,197",NSW2362,LINDFIELD,14500,Ku-ring-gai (A),1134
1715,CSIRO,1490381.396,CSIRO,Lindfield - Roseville,121031408,11408,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Parkland,149.3085868,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,393","1,410","1,418","1,422","1,430","1,449","1,478","1,513","1,582",591,655,717,765,808,863,907,943,981,NSW2362,LINDFIELD,14500,Ku-ring-gai (A),1134
1717,UTS Ku-ring-gai Campus,856367.3962,UTS Ku-ring-gai Campus,Lindfield - Roseville,121031408,11408,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,85.79201988,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,512","1,883","2,049","2,136","2,149","2,171","2,213","2,265","2,370",134,143,156,165,173,185,195,203,211,NSW2362,LINDFIELD,14500,Ku-ring-gai (A),1134
1714,Roseville Station_East,941094.4027,Roseville Station_East,Lindfield - Roseville,121031408,11408,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,94.28027061,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,801","3,124","3,421","3,718","4,064","4,770","5,451","6,004","6,319",928,"1,009","1,089","1,156","1,204","1,286","1,359","1,427","1,496",NSW3443,ROSEVILLE,14500,Ku-ring-gai (A),1137
1716,Roseville Station_West,978110.8023,Roseville Station_West,Lindfield - Roseville,121031408,11408,Ku-ring-gai,12103,Sydney - North Sydney and Hornsby,121,Ku-ring-gai (A),14500,Greater Sydney,1GSYD,North,Residential,97.9885,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,435","3,551","3,843","4,210","4,421","4,688","4,865","5,054","5,302",541,571,619,652,675,716,753,787,822,NSW3443,ROSEVILLE,14500,Ku-ring-gai (A),1137
1800,Roseville_Penhurst St and William St East,650457.2531,Roseville_Penhurst St and William St East,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,65.16369356,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,239","2,253","2,264","2,274","2,295","2,355","2,412","2,463","2,570",490,492,508,525,542,554,563,572,583,NSW3443,ROSEVILLE,18250,Willoughby (C),1138
1802,Roseville,494141.236,Roseville,Chatswood (East) - Artarmon,121011398,11398,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,49.50370389,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,562","1,613","1,651","1,694","1,739","1,793","1,852","1,916","1,992",164,165,171,177,183,188,193,197,201,NSW3443,ROSEVILLE,18250,Willoughby (C),1138
1847,Castle Cove,2338621.511,Castle Cove,Willoughby - Castle Cove - Northbridge,121011402,11402,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Parkland,234.2863584,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,689","2,701","2,713","2,730","2,759","2,895","3,037","3,183","3,307",504,533,562,587,617,641,661,681,702,NSW859,CASTLE COVE,18250,Willoughby (C),1140
2130,Belrose,7252561.794,Belrose,Frenchs Forest - Belrose,122031428,11428,Warringah,12203,Sydney - Northern Beaches,122,Northern Beaches (A),15990,Greater Sydney,1GSYD,North,Residential,726.5853695,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,953","3,002","3,114","3,287","3,457","3,612","3,808","4,047","4,196",823,841,864,938,"1,021","1,089","1,158","1,223","1,289",NSW3137,OXFORD FALLS,15990,Northern Beaches (A),1143
2132,Optus Earth Station Oxford Falls,2225993.817,Optus Earth Station Oxford Falls,Frenchs Forest - Belrose,122031428,11428,Warringah,12203,Sydney - Northern Beaches,122,Northern Beaches (A),15990,Greater Sydney,1GSYD,North,Other,223.0067052,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,83,83,83,83,86,121,154,186,217,167,183,187,200,214,225,236,245,253,NSW3137,OXFORD FALLS,15990,Northern Beaches (A),1143
1274,Holroyd Sportsground,437524.2051,Holroyd Sportsground,Merrylands - Holroyd,125031485,11485,Merrylands - Guildford,12503,Sydney - Parramatta,125,Cumberland (A),12380,Greater Sydney,1GSYD,West Central,Parkland,43.83114424,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,339","1,356","1,360","1,364","1,369","1,370","1,370","1,370","1,527",445,468,482,495,515,537,559,580,602,NSW1943,HOLROYD,12380,Cumberland (A),1144
1211,Fairfield East Industrial Area,984408.9671,Fairfield East Industrial Area,Fairfield - East,125031480,11480,Merrylands - Guildford,12503,Sydney - Parramatta,125,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Industrial,98.61656714,0,0,0,0,Established,Established,Established_Fairfield (C),232,238,240,243,249,250,282,316,351,"3,425","3,541","3,617","3,667","3,774","3,884","3,972","4,105","4,347",NSW1496,FAIRFIELD EAST,12850,Fairfield (C),1148
1212,Fairfield East,749667.6857,Fairfield East,Fairfield - East,125031480,11480,Merrylands - Guildford,12503,Sydney - Parramatta,125,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,75.10051481,0,0,0,0,Established,Established,Established_Fairfield (C),"2,532","2,628","2,756","2,900","3,063","3,269","3,498","3,741","3,986",428,457,484,493,523,551,575,603,636,NSW1496,FAIRFIELD EAST,12850,Fairfield (C),1148
1214,Villawood North Pub School,482442.6965,Villawood North Pub School,Fairfield - East,125031480,11480,Merrylands - Guildford,12503,Sydney - Parramatta,125,Fairfield (C),12850,Greater Sydney,1GSYD,South West,Residential,48.33024333,0,0,0,0,Established,Established,Established_Fairfield (C),"2,240","2,297","2,365","2,433","2,507","2,595","2,683","2,776","2,869",218,238,266,293,321,347,370,396,421,NSW1496,FAIRFIELD EAST,12850,Fairfield (C),1148
4029,Tregear,1638581.905,Tregear,Lethbridge Park - Tregear,116031316,11316,Mount Druitt,11603,Sydney - Blacktown,116,Blacktown (C),10750,Greater Sydney,1GSYD,West Central,Residential,164.1574637,Remainder,GIC_2,0,Mount Druitt,Established,Mount Druitt,Mount Druitt,"3,997","4,101","4,245","4,383","4,560","4,648","4,785","4,953","5,059",251,263,270,280,298,313,330,346,361,NSW3970,TREGEAR,10750,Blacktown (C),1149
3106,Camden South_Cubbitch Barta Reserve,891525.9165,Camden South_Cubbitch Barta Reserve,Camden - Ellis Lane,123011433,11433,Camden,12301,Sydney - Outer South West,123,Wollondilly (A),18400,Greater Sydney,1GSYD,South West,Residential,89.30283119,0,0,0,0,Rural,Rural,Rural_Wollondilly (A),"2,288","2,367","2,517","2,547","2,553","2,558","2,564","2,570","2,575",99,110,119,128,139,156,176,178,179,NSW787,CAMDEN PARK,18400,Wollondilly (A),1153
1318,Sydney Olympic Park Ferry Wharf,230241.7251,Sydney Olympic Park Ferry Wharf,Homebush Bay - Silverwater,125011473,11473,Auburn,12501,Sydney - Parramatta,125,Parramatta (C),16260,Greater Sydney,1GSYD,West Central,Commercial,23.06562555,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,606","5,537","6,577","7,008","7,239","7,349","7,638","8,060","9,151",187,198,220,233,247,258,275,291,305,NSW5046,WENTWORTH POINT,16260,Parramatta (C),1154
