Area,Data type,Year,Number,Unnamed: 4,LGA
Riverwood,Total Population,2024,6878,,Georges River Council area
Riverwood,Total Population,2025,6973,,Georges River Council area
Riverwood,Total Population,2026,7059,,Georges River Council area
Riverwood,Total Population,2027,7152,,Georges River Council area
Riverwood,Total Population,2028,7242,,Georges River Council area
Riverwood,Total Population,2029,7337,,Georges River Council area
Riverwood,Total Population,2030,7424,,Georges River Council area
Riverwood,Total Population,2031,7515,,Georges River Council area
Riverwood,Total Population,2032,7603,,Georges River Council area
Riverwood,Total Population,2033,7690,,Georges River Council area
Riverwood,Total Population,2034,7781,,Georges River Council area
Riverwood,Total Population,2035,7870,,Georges River Council area
Riverwood,Total Population,2036,7965,,Georges River Council area
Sans Souci,Total Population,2016,2703,,Georges River Council area
Sans Souci,Total Population,2017,2724,,Georges River Council area
Sans Souci,Total Population,2018,2730,,Georges River Council area
Sans Souci,Total Population,2019,2765,,Georges River Council area
Sans Souci,Total Population,2020,2781,,Georges River Council area
Sans Souci,Total Population,2021,2798,,Georges River Council area
Sans Souci,Total Population,2022,2822,,Georges River Council area
Sans Souci,Total Population,2023,2854,,Georges River Council area
Sans Souci,Total Population,2024,2889,,Georges River Council area
Sans Souci,Total Population,2025,2914,,Georges River Council area
Sans Souci,Total Population,2026,2945,,Georges River Council area
Sans Souci,Total Population,2027,2976,,Georges River Council area
Sans Souci,Total Population,2028,3009,,Georges River Council area
Sans Souci,Total Population,2029,3035,,Georges River Council area
Sans Souci,Total Population,2030,3067,,Georges River Council area
Sans Souci,Total Population,2031,3092,,Georges River Council area
Sans Souci,Total Population,2032,3124,,Georges River Council area
Sans Souci,Total Population,2033,3153,,Georges River Council area
Sans Souci,Total Population,2034,3191,,Georges River Council area
Sans Souci,Total Population,2035,3219,,Georges River Council area
Sans Souci,Total Population,2036,3253,,Georges River Council area
South Hurstville,Total Population,2016,5590,,Georges River Council area
South Hurstville,Total Population,2017,5602,,Georges River Council area
South Hurstville,Total Population,2018,5634,,Georges River Council area
South Hurstville,Total Population,2019,5675,,Georges River Council area
South Hurstville,Total Population,2020,5742,,Georges River Council area
South Hurstville,Total Population,2021,5793,,Georges River Council area
South Hurstville,Total Population,2022,5840,,Georges River Council area
South Hurstville,Total Population,2023,5898,,Georges River Council area
South Hurstville,Total Population,2024,5952,,Georges River Council area
South Hurstville,Total Population,2025,6005,,Georges River Council area
South Hurstville,Total Population,2026,6067,,Georges River Council area
South Hurstville,Total Population,2027,6130,,Georges River Council area
South Hurstville,Total Population,2028,6187,,Georges River Council area
South Hurstville,Total Population,2029,6245,,Georges River Council area
South Hurstville,Total Population,2030,6307,,Georges River Council area
South Hurstville,Total Population,2031,6368,,Georges River Council area
South Hurstville,Total Population,2032,6424,,Georges River Council area
South Hurstville,Total Population,2033,6479,,Georges River Council area
South Hurstville,Total Population,2034,6541,,Georges River Council area
South Hurstville,Total Population,2035,6600,,Georges River Council area
South Hurstville,Total Population,2036,6655,,Georges River Council area
Hurstville (suburb),Total Population,2016,30994,,Georges River Council area
Hurstville (suburb),Total Population,2017,30744,,Georges River Council area
Hurstville (suburb),Total Population,2018,31749,,Georges River Council area
Hurstville (suburb),Total Population,2019,32251,,Georges River Council area
Hurstville (suburb),Total Population,2020,33286,,Georges River Council area
Hurstville (suburb),Total Population,2021,34175,,Georges River Council area
Hurstville (suburb),Total Population,2022,34799,,Georges River Council area
Hurstville (suburb),Total Population,2023,35395,,Georges River Council area
Hurstville (suburb),Total Population,2024,35912,,Georges River Council area
Hurstville (suburb),Total Population,2025,36310,,Georges River Council area
Hurstville (suburb),Total Population,2026,36725,,Georges River Council area
Hurstville (suburb),Total Population,2027,37110,,Georges River Council area
Hurstville (suburb),Total Population,2028,37522,,Georges River Council area
Hurstville (suburb),Total Population,2029,37936,,Georges River Council area
Hurstville (suburb),Total Population,2030,38340,,Georges River Council area
Hurstville (suburb),Total Population,2031,38747,,Georges River Council area
Hurstville (suburb),Total Population,2032,39132,,Georges River Council area
Hurstville (suburb),Total Population,2033,39529,,Georges River Council area
Hurstville (suburb),Total Population,2034,39921,,Georges River Council area
Hurstville (suburb),Total Population,2035,40308,,Georges River Council area
Hurstville (suburb),Total Population,2036,40701,,Georges River Council area
Willoughby City,Total Population,2016,78018,,Willoughby City
Willoughby City,Total Population,2017,79004,,Willoughby City
Willoughby City,Total Population,2018,79976,,Willoughby City
Willoughby City,Total Population,2019,80887,,Willoughby City
Willoughby City,Total Population,2020,81973,,Willoughby City
Willoughby City,Total Population,2021,82753,,Willoughby City
Willoughby City,Total Population,2022,83488,,Willoughby City
Willoughby City,Total Population,2023,84341,,Willoughby City
Willoughby City,Total Population,2024,85160,,Willoughby City
Willoughby City,Total Population,2025,85859,,Willoughby City
Willoughby City,Total Population,2026,86399,,Willoughby City
Willoughby City,Total Population,2027,87052,,Willoughby City
Willoughby City,Total Population,2028,87615,,Willoughby City
Willoughby City,Total Population,2029,88200,,Willoughby City
Willoughby City,Total Population,2030,88711,,Willoughby City
Willoughby City,Total Population,2031,89266,,Willoughby City
Willoughby City,Total Population,2032,89826,,Willoughby City
Willoughby City,Total Population,2033,90391,,Willoughby City
Willoughby City,Total Population,2034,90867,,Willoughby City
Willoughby City,Total Population,2035,91350,,Willoughby City
Willoughby City,Total Population,2036,91848,,Willoughby City
Artarmon,Total Population,2016,10004,,Willoughby City
Artarmon,Total Population,2017,10100,,Willoughby City
Artarmon,Total Population,2018,10207,,Willoughby City
Artarmon,Total Population,2019,10276,,Willoughby City
Artarmon,Total Population,2020,10301,,Willoughby City
Artarmon,Total Population,2021,10288,,Willoughby City
Artarmon,Total Population,2022,10302,,Willoughby City
Artarmon,Total Population,2023,10362,,Willoughby City
Artarmon,Total Population,2024,10369,,Willoughby City
Artarmon,Total Population,2025,10365,,Willoughby City
Artarmon,Total Population,2026,10355,,Willoughby City
Artarmon,Total Population,2027,10357,,Willoughby City
Artarmon,Total Population,2028,10361,,Willoughby City
Artarmon,Total Population,2029,10366,,Willoughby City
Artarmon,Total Population,2030,10367,,Willoughby City
Artarmon,Total Population,2031,10372,,Willoughby City
Artarmon,Total Population,2032,10375,,Willoughby City
Artarmon,Total Population,2033,10379,,Willoughby City
Artarmon,Total Population,2034,10386,,Willoughby City
Artarmon,Total Population,2035,10403,,Willoughby City
Artarmon,Total Population,2036,10420,,Willoughby City
Castle Cove - Middle Cove,Total Population,2016,4079,,Willoughby City
Castle Cove - Middle Cove,Total Population,2017,4082,,Willoughby City
Castle Cove - Middle Cove,Total Population,2018,4059,,Willoughby City
Castle Cove - Middle Cove,Total Population,2019,4046,,Willoughby City
Castle Cove - Middle Cove,Total Population,2020,4019,,Willoughby City
Castle Cove - Middle Cove,Total Population,2021,3997,,Willoughby City
Castle Cove - Middle Cove,Total Population,2022,3991,,Willoughby City
Castle Cove - Middle Cove,Total Population,2023,3989,,Willoughby City
Castle Cove - Middle Cove,Total Population,2024,3978,,Willoughby City
Castle Cove - Middle Cove,Total Population,2025,3967,,Willoughby City
Castle Cove - Middle Cove,Total Population,2026,3967,,Willoughby City
Castle Cove - Middle Cove,Total Population,2027,3971,,Willoughby City
Castle Cove - Middle Cove,Total Population,2028,3973,,Willoughby City
Castle Cove - Middle Cove,Total Population,2029,3976,,Willoughby City
Castle Cove - Middle Cove,Total Population,2030,3978,,Willoughby City
Castle Cove - Middle Cove,Total Population,2031,3977,,Willoughby City
Castle Cove - Middle Cove,Total Population,2032,3977,,Willoughby City
Castle Cove - Middle Cove,Total Population,2033,3975,,Willoughby City
Castle Cove - Middle Cove,Total Population,2034,3974,,Willoughby City
Castle Cove - Middle Cove,Total Population,2035,3978,,Willoughby City
Castle Cove - Middle Cove,Total Population,2036,3980,,Willoughby City
Castlecrag,Total Population,2016,3087,,Willoughby City
Castlecrag,Total Population,2017,3094,,Willoughby City
Castlecrag,Total Population,2018,3099,,Willoughby City
Castlecrag,Total Population,2019,3092,,Willoughby City
Castlecrag,Total Population,2020,3086,,Willoughby City
Castlecrag,Total Population,2021,3096,,Willoughby City
Castlecrag,Total Population,2022,3088,,Willoughby City
Castlecrag,Total Population,2023,3081,,Willoughby City
Castlecrag,Total Population,2024,3072,,Willoughby City
Castlecrag,Total Population,2025,3067,,Willoughby City
Castlecrag,Total Population,2026,3061,,Willoughby City
Castlecrag,Total Population,2027,3047,,Willoughby City
Castlecrag,Total Population,2028,3032,,Willoughby City
Castlecrag,Total Population,2029,3027,,Willoughby City
Castlecrag,Total Population,2030,3020,,Willoughby City
Castlecrag,Total Population,2031,3017,,Willoughby City
Castlecrag,Total Population,2032,3007,,Willoughby City
Castlecrag,Total Population,2033,3013,,Willoughby City
Castlecrag,Total Population,2034,3020,,Willoughby City
Castlecrag,Total Population,2035,3023,,Willoughby City
Castlecrag,Total Population,2036,3029,,Willoughby City
Chatswood (Balance - East),Total Population,2016,8307,,Willoughby City
Chatswood (Balance - East),Total Population,2017,8285,,Willoughby City
Chatswood (Balance - East),Total Population,2018,8395,,Willoughby City
Chatswood (Balance - East),Total Population,2019,8439,,Willoughby City
Chatswood (Balance - East),Total Population,2020,8489,,Willoughby City
Chatswood (Balance - East),Total Population,2021,8507,,Willoughby City
Chatswood (Balance - East),Total Population,2022,8508,,Willoughby City
Chatswood (Balance - East),Total Population,2023,8572,,Willoughby City
Chatswood (Balance - East),Total Population,2024,8650,,Willoughby City
Chatswood (Balance - East),Total Population,2025,8748,,Willoughby City
Chatswood (Balance - East),Total Population,2026,8829,,Willoughby City
Chatswood (Balance - East),Total Population,2027,8855,,Willoughby City
Chatswood (Balance - East),Total Population,2028,8894,,Willoughby City
Chatswood (Balance - East),Total Population,2029,8966,,Willoughby City
